#path1 #000000
Reaction coordinate,Free Energy (eV),Reaction coordinate,Free Energy (eV),Tag name
10.556390977443609,105.07833507676764,,,
10.56641604010025,105.27816024851927,,,
10.576441102756892,105.47736955343112,,,
10.586466165413533,105.67595209120759,,,
10.596491228070175,105.87389696154855,,,
10.606516290726816,106.07119326415864,,,
10.616541353383457,106.26783009873634,,,
10.6265664160401,106.4637965649872,,,
10.636591478696742,106.65908176261019,,,
10.646616541353383,106.85367479130923,,,
10.656641604010025,107.0475647507858,,,
10.666666666666666,107.24074074074156,,,
10.67669172932331,107.43319186087888,,,
10.68671679197995,107.62490721089921,,,
10.696741854636592,107.81587589050514,,,
10.706766917293233,108.0060869993979,,,
10.716791979949875,108.19552963727983,,,
10.726817042606516,108.38419290385355,,,
10.736842105263158,108.57206589882026,,,
10.746867167919799,108.75913772188142,,,
10.75689223057644,108.94539747274052,,,
10.766917293233082,109.13083425109858,,,
10.776942355889723,109.31543715665748,,,
10.786967418546366,109.49919528911937,,,
10.796992481203008,109.68209774818752,,,
10.807017543859649,109.8641336335611,,,
10.81704260651629,110.0452920449452,,,
10.827067669172932,110.22556208203832,,,
10.837092731829575,110.40493284454669,,,
10.847117794486216,110.58339343216812,,,
10.857142857142858,110.76093294460793,,,
10.867167919799499,110.93754048156507,,,
10.87719298245614,111.11320514274439,,,
10.887218045112782,111.28791602784509,,,
10.897243107769423,111.46166223657247,,,
10.907268170426065,111.63443286862457,,,
10.917293233082706,111.80621702370718,,,
10.927318295739347,111.97700380151878,,,
10.937343358395989,112.14678230176469,,,
10.947368421052632,112.31554162414454,,,
10.957393483709273,112.48327086836116,,,
10.967418546365915,112.64995913411622,,,
10.977443609022556,112.81559552111253,,,
10.987468671679197,112.98016912904995,,,
10.99749373433584,113.14366905763313,,,
11.007518796992482,113.30608440656283,,,
11.017543859649123,113.46740427554028,,,
11.027568922305765,113.62761776426896,,,
11.037593984962406,113.78671397244989,,,
11.047619047619047,113.94468199978519,,,
11.057644110275689,114.10151094597677,,,
11.06766917293233,114.25718991072677,,,
11.077694235588972,114.41170799373708,,,
11.087719298245613,114.5650542947094,,,
11.097744360902254,114.71721791334676,,,
11.107769423558898,114.86818794935016,,,
11.117794486215539,115.01795350242196,,,
11.12781954887218,115.16650367226316,,,
11.137844611528822,115.31382755857703,,,
11.147869674185463,115.45991426106525,,,
11.157894736842106,115.60475287942927,,,
11.167919799498748,115.74833251337213,,,
11.177944862155389,115.8906422625937,,,
11.18796992481203,116.03167122679929,,,
11.197994987468672,116.17140850568694,,,
11.208020050125313,116.30984319896265,,,
11.218045112781954,116.44696440632401,,,
11.228070175438596,116.58276122747748,,,
11.238095238095237,116.71722276212085,,,
11.248120300751879,116.8503381099606,,,
11.25814536340852,116.98209637069363,,,
11.268170426065163,117.11248664402729,,,
11.278195488721805,117.24149802965849,,,
11.288220551378446,117.36911962729346,,,
11.298245614035087,117.49534053663024,,,
11.308270676691729,117.6201498573746,,,
11.318295739348372,117.74353668922504,,,
11.328320802005013,117.86549013188619,,,
11.338345864661655,117.98599928505837,,,
11.348370927318296,118.10505324844462,,,
11.358395989974937,118.22264112174639,,,
11.368421052631579,118.3387520046665,,,
11.37844611528822,118.4533749969055,,,
11.388471177944862,118.56649919816596,,,
11.398496240601503,118.6781137081507,,,
11.408521303258144,118.78820762656142,,,
11.418546365914786,118.8967700530975,,,
11.428571428571429,119.00379008746495,,,
11.43859649122807,119.10925682936318,,,
11.448621553884712,119.21315937849477,,,
11.458646616541353,119.31548683456185,,,
11.468671679197994,119.41622829726612,,,
11.478696741854638,119.51537286631014,,,
11.488721804511279,119.61290964139425,,,
11.49874686716792,119.70882772222376,,,
11.508771929824562,119.80311620849625,,,
11.518796992481203,119.89576419991795,,,
11.528822055137844,119.98676079618758,,,
11.538847117794486,120.07609509700978,,,
11.548872180451127,120.16375620208419,,,
11.558897243107769,120.24973321111383,,,
11.56892230576441,120.3340152238004,,,
11.578947368421051,120.41659133984672,,,
11.588972431077694,120.49745065895331,,,
11.598997493734336,120.57658228082437,,,
11.609022556390977,120.65397530515816,,,
11.619047619047619,120.72961883166113,,,
11.62907268170426,120.80350196003087,,,
11.639097744360903,120.87561378997339,,,
11.649122807017545,120.9459434211883,,,
11.659147869674186,121.01447995337867,,,
11.669172932330827,121.08121248624525,,,
11.679197994987469,121.14613011949041,,,
11.68922305764411,121.20922195281719,,,
11.699248120300751,121.27047708592727,,,
11.709273182957393,121.32988461852005,,,
11.719298245614034,121.38743365030155,,,
11.729323308270676,121.44311328096978,,,
11.739348370927317,121.49691261023122,,,
11.74937343358396,121.54882073778322,,,
11.759398496240602,121.59882676333109,,,
11.769423558897243,121.64691978657493,,,
11.779448621553884,121.69308890721754,,,
11.789473684210526,121.73732322496107,,,
11.799498746867169,121.77961183950629,,,
11.80952380952381,121.81994385055737,,,
11.819548872180452,121.8583083578144,,,
11.829573934837093,121.89469446097974,,,
11.839598997493734,121.92909125975552,,,
11.849624060150376,121.96148785384366,,,
11.859649122807017,121.99187334294629,,,
11.869674185463658,122.02023682676486,,,
11.8796992481203,122.04656740500263,,,
11.889724310776941,122.07085417735993,,,
11.899749373433583,122.09308624354026,,,
11.909774436090226,122.11325270324437,,,
11.919799498746867,122.13134265617441,,,
11.929824561403509,122.14734520203388,,,
11.93984962406015,122.16124944052194,,,
11.949874686716791,122.1730444713437,,,
11.959899749373434,122.18271939419856,,,
11.969924812030076,122.19026330879115,,,
11.979949874686717,122.19566531481973,,,
11.989974937343359,122.19891451199032,,,
12.0,122.20000000000073,,,
12.0,122.19999999999891,,,
12.010025062656641,122.19725147663121,,,
12.020050125313283,122.18902430667185,,,
12.030075187969924,122.17534609036375,,,
12.040100250626566,122.15624442794433,,,
12.050125313283209,122.13174691964014,,,
12.06015037593985,122.10188116568679,,,
12.070175438596491,122.06667476632356,,,
12.080200501253133,122.02615532178424,,,
12.090225563909774,121.98035043230084,,,
12.100250626566416,121.9292876981126,,,
12.110275689223057,121.87299471944789,,,
12.1203007518797,121.81149909654596,,,
12.130325814536342,121.7448284296388,,,
12.140350877192983,121.67301031896204,,,
12.150375939849624,121.59607236475676,,,
12.160401002506266,121.5140421672495,,,
12.170426065162907,121.42694732667223,,,
12.180451127819548,121.33481544326605,,,
12.19047619047619,121.23767411726658,,,
12.200501253132831,121.1355509489058,,,
12.210526315789474,121.02847353841753,,,
12.220551378446116,120.91646948603557,,,
12.230576441102757,120.799566392001,,,
12.240601503759398,120.67779185654399,,,
12.25062656641604,120.55117347989471,,,
12.260651629072681,120.41973886229789,,,
12.270676691729323,120.28351560397823,,,
12.280701754385966,120.14253130518046,,,
12.290726817042607,119.99681356612928,,,
12.300751879699249,119.8463899870676,,,
12.31077694235589,119.69128816822194,,,
12.320802005012531,119.5315357098334,,,
12.330827067669173,119.36716021213579,,,
12.340852130325814,119.19818927536107,,,
12.350877192982455,119.02465049975035,,,
12.360902255639097,118.84657148552833,,,
12.37092731829574,118.66397983293973,,,
12.380952380952381,118.47690314220927,,,
12.390977443609023,118.28536901357984,,,
12.401002506265664,118.08940504728162,,,
12.411027568922306,117.88903884355568,,,
12.421052631578947,117.68429800262675,,,
12.431077694235588,117.47521012473226,,,
12.441102756892231,117.2618028101133,,,
12.451127819548873,117.04410365900367,,,
12.461152882205514,116.82214027162809,,,
12.471177944862156,116.59594024822945,,,
12.481203007518797,116.36553118904703,,,
12.491228070175438,116.13094069430372,,,
12.50125313283208,115.89219636423877,,,
12.511278195488721,115.64932579909328,,,
12.521303258145362,115.40235659909195,,,
12.531328320802006,115.15131636447768,,,
12.541353383458647,114.89623269548065,,,
12.551378446115288,114.6371331923383,,,
12.56140350877193,114.3740454552808,,,
12.571428571428571,114.10699708454558,,,
12.581453634085213,113.83601568037193,,,
12.591478696741854,113.56112884298818,,,
12.601503759398497,113.28236417262815,,,
12.611528822055138,112.99974926952927,,,
12.62155388471178,112.71331173393082,,,
12.631578947368421,112.42307916605932,,,
12.641604010025063,112.12907916615586,,,
12.651629072681704,111.83133933444878,,,
12.661654135338345,111.52988727117736,,,
12.671679197994987,111.22475057657539,,,
12.681704260651628,110.91595685087486,,,
12.691729323308271,110.60353369431868,,,
12.701754385964913,110.2875087071352,,,
12.711779448621554,109.96790948955459,,,
12.721804511278195,109.64476364181792,,,
12.731829573934837,109.31809876416446,,,
12.741854636591478,108.98794245681529,,,
12.75187969924812,108.65432232001695,,,
12.761904761904763,108.3172659539996,,,
12.771929824561404,107.97680095900068,,,
12.781954887218046,107.63295493525038,,,
12.791979949874687,107.2857554829825,,,
12.802005012531328,106.93523020243993,,,
12.81203007518797,106.58140669385102,,,
12.822055137844611,106.22431255745141,,,
12.832080200501252,105.86397539347308,,,
12.842105263157894,105.50042280215894,,,
12.852130325814537,105.1336823837355,,,
12.862155388471178,104.76378173844205,,,
12.87218045112782,104.39074846650874,,,
12.882205513784461,104.01461016817666,,,
12.892230576441102,103.63539444367416,,,
12.902255639097744,103.25312889323686,,,
12.912280701754385,102.86784111710767,,,
12.922305764411028,102.47955871550766,,,
12.93233082706767,102.0883092886852,,,
12.942355889724311,101.69412043686316,,,
12.952380952380953,101.29701976028628,,,
12.962406015037594,100.89703485918108,,,
12.972431077694235,100.49419333378682,,,
12.982456140350877,100.08852278433915,,,
12.992481203007518,99.68005081106821,,,
13.00250626566416,99.2688050142151,,,
13.012531328320803,98.85481299400453,,,
13.022556390977444,98.43810235068304,,,
13.032581453634085,98.01870068447533,,,
13.042606516290727,97.59663559562068,,,
13.052631578947368,97.17193468435835,,,
13.06265664160401,96.74462555091486,,,
13.072681704260651,96.31473579552585,,,
13.082706766917294,95.88229301842694,,,
13.092731829573935,95.44732481986102,,,
13.102756892230577,95.00985880004919,,,
13.112781954887218,94.56992255923979,,,
13.12280701754386,94.12754369765571,,,
13.132832080200501,93.68274981553986,,,
13.142857142857142,93.2355685131206,,,
13.152882205513784,92.78602739063172,,,
13.162907268170425,92.33415404832158,,,
13.172932330827068,91.87997608641308,,,
13.18295739348371,91.42352110513457,,,
13.192982456140351,90.96481670473258,,,
13.203007518796992,90.50389048544457,,,
13.213032581453634,90.04077004749342,,,
13.223057644110275,89.57548299111659,,,
13.233082706766917,89.10805691655878,,,
13.24310776942356,88.63851942404472,,,
13.253132832080201,88.16689811381002,,,
13.263157894736842,87.69322058609032,,,
13.273182957393484,87.21751444112306,,,
13.283208020050125,86.73980727914022,,,
13.293233082706767,86.26012670038108,,,
13.303258145363408,85.77850030507216,,,
13.31328320802005,85.29495569345454,,,
13.32330827067669,84.80952046576022,,,
13.333333333333334,84.32222222222117,,,
13.343358395989975,83.83308856307849,,,
13.353383458646617,83.3421470885678,,,
13.363408521303258,82.84942539891563,,,
13.3734335839599,82.35495109435578,,,
13.38345864661654,81.85875177513844,,,
13.393483709273182,81.36085504147923,,,
13.403508771929825,80.86128849362831,,,
13.413533834586467,80.36007973180858,,,
13.423558897243108,79.85725635626295,,,
13.43358395989975,79.35284596721976,,,
13.443609022556391,78.84687616491647,,,
13.453634085213032,78.3393745495905,,,
13.463659147869674,77.83036872147022,,,
13.473684210526315,77.31988628079489,,,
13.483709273182956,76.80795482780377,,,
13.4937343358396,76.29460196272703,,,
13.503759398496241,75.77985528579302,,,
13.513784461152882,75.26374239723918,,,
13.523809523809524,74.74629089731388,,,
13.533834586466165,74.22752838623092,,,
13.543859649122806,73.70748246424046,,,
13.553884711779448,73.18618073156904,,,
13.563909774436091,72.66365078845593,,,
13.573934837092732,72.13992023513129,,,
13.583959899749374,71.6150166718362,,,
13.593984962406015,71.08896769879902,,,
13.604010025062657,70.56180091626265,,,
13.614035087719298,70.03354392444635,,,
13.62406015037594,69.50422432359846,,,
13.63408521303258,68.97386971395281,,,
13.644110275689222,68.44250769573773,,,
13.654135338345865,67.9101658691925,,,
13.664160401002507,67.37687183455091,,,
13.674185463659148,66.8426531920486,,,
13.68421052631579,66.30753754191574,,,
13.69423558897243,65.77155248439158,,,
13.704260651629072,65.23472561971175,,,
13.714285714285714,64.6970845481028,,,
13.724310776942357,64.15865686981306,,,
13.734335839598998,63.6194701850618,,,
13.74436090225564,63.0795520940992,,,
13.75438596491228,62.53893019714269,,,
13.764411027568922,61.99763209444791,,,
13.774436090225564,61.45568538622865,,,
13.784461152882205,60.9131176727351,,,
13.794486215538846,60.36995655419196,,,
13.804511278195488,59.82622963083486,,,
13.814536340852131,59.2819645029067,,,
13.824561403508772,58.73718877063766,,,
13.834586466165414,58.191930034256075,,,
13.844611528822055,57.646215894003035,,,
13.854636591478696,57.1000739501178,,,
13.864661654135338,56.55353180282327,,,
13.87468671679198,56.006617052360525,,,
13.884711779448622,55.459357298970644,,,
13.894736842105264,54.91178014288016,,,
13.904761904761905,54.36391318432288,,,
13.914786967418546,53.815784023534434,,,
13.924812030075188,53.2674202607559,,,
13.93483709273183,52.71884949621199,,,
13.94486215538847,52.170099330145604,,,
13.954887218045112,51.621197362788735,,,
13.964912280701753,51.07217119437519,,,
13.974937343358397,50.523048425142406,,,
13.984962406015038,49.97385665531874,,,
13.99498746867168,49.424623485147094,,,
14.00501253132832,48.87537651485218,,,
14.015037593984962,48.32614334468235,,,
14.025062656641603,47.776951574860504,,,
14.035087719298247,47.227828805625904,,,
14.045112781954888,46.678802637214176,,,
14.05513784461153,46.12990066985367,,,
14.06516290726817,45.581150503787285,,,
14.075187969924812,45.03257973924519,,,
14.085213032581454,44.48421597646484,,,
14.095238095238095,43.93608681568185,,,
14.105263157894736,43.38821985712093,,,
14.115288220551378,42.84064270103045,,,
14.125313283208019,42.29338294763693,,,
14.13533834586466,41.74646819717782,,,
14.145363408521304,41.19992604988329,,,
14.155388471177945,40.65378410599624,,,
14.165413533834586,40.10806996574502,,,
14.175438596491228,39.56281122936889,,,
14.185463659147869,39.01803549709439,,,
14.195488721804512,38.47377036916441,,,
14.205513784461154,37.93004344581095,,,
14.215538847117795,37.38688232726963,,,
14.225563909774436,36.84431461377062,,,
14.235588972431078,36.30236790555682,,,
14.24561403508772,35.76106980285658,,,
14.25563909774436,35.22044790590553,,,
14.265664160401002,34.68052981493747,,,
14.275689223057643,34.141343130186215,,,
14.285714285714285,33.60291545189284,,,
14.295739348370926,33.06527438028934,,,
14.30576441102757,32.528447515609514,,,
14.31578947368421,31.992462458081718,,,
14.325814536340852,31.45734680795249,,,
14.335839598997493,30.92312816545018,,,
14.345864661654135,30.389834130808595,,,
14.355889724310778,29.85749230426336,,,
14.36591478696742,29.326130286048283,,,
14.37593984962406,28.795775676402627,,,
14.385964912280702,28.26645607555656,,,
14.395989974937343,27.738199083740255,,,
14.406015037593985,27.211032301200248,,,
14.416040100250626,26.68498332816489,,,
14.426065162907268,26.160079764867987,,,
14.436090225563909,25.636349211545166,,,
14.44611528822055,25.113819268433872,,,
14.456140350877192,24.592517535760635,,,
14.466165413533835,24.072471613768357,,,
14.476190476190476,23.553709102692665,,,
14.486215538847118,23.03625760275827,,,
14.496240601503759,22.520144714206253,,,
14.5062656641604,22.00539803727588,,,
14.516290726817044,21.492045172193684,,,
14.526315789473685,20.980113719200745,,,
14.536340852130326,20.46963127852905,,,
14.546365914786968,19.960625450412408,,,
14.556390977443609,19.453123835086444,,,
14.56641604010025,18.947154032784965,,,
14.576441102756892,18.44274364373996,,,
14.586466165413533,17.93992026819251,,,
14.596491228070175,17.438711506374602,,,
14.606516290726816,16.939144958523684,,,
14.616541353383457,16.441248224866285,,,
14.6265664160401,15.945048905643489,,,
14.636591478696742,15.450574601087283,,,
14.646616541353383,14.95785291143875,,,
14.656641604010025,14.466911436920782,,,
14.666666666666666,13.97777777777992,,,
14.67669172932331,13.490479534244514,,,
14.68671679197995,13.00504430654837,,,
14.696741854636592,12.521499694928934,,,
14.706766917293233,12.039873299621831,,,
14.716791979949875,11.56019272085905,,,
14.726817042606516,11.082485558878034,,,
14.736842105263158,10.60677941391259,,,
14.746867167919799,10.133101886189252,,,
14.75689223057644,9.661480575956375,,,
14.766917293233082,9.191943083442311,,,
14.776942355889723,8.724517008884504,,,
14.786967418546366,8.259229952507667,,,
14.796992481203008,7.796109514558339,,,
14.807017543859649,7.335183295264869,,,
14.81704260651629,6.876478894868342,,,
14.827067669172932,6.420023913595287,,,
14.837092731829575,5.965845951679512,,,
14.847117794486216,5.513972609365737,,,
14.857142857142858,5.064431486882313,,,
14.867167919799499,4.617250184461227,,,
14.87719298245614,4.172456302345381,,,
14.887218045112782,3.730077440763125,,,
14.897243107769423,3.290141199950085,,,
14.907268170426065,2.852675180143706,,,
14.917293233082706,2.417706981572337,,,
14.927318295739347,1.9852642044734239,,,
14.937343358395989,1.555374449088049,,,
14.947368421052632,1.1280653156445624,,,
14.957393483709273,0.7033644043785898,,,
14.967418546365915,0.28129931552757625,,,
14.977443609022556,-0.13810235068012844,,,
14.987468671679197,-0.5548129940052604,,,
14.99749373433584,-0.9688050142103748,,,
15.007518796992482,-1.3800508110689407,,,
15.017543859649123,-1.7885227843362372,,,
15.027568922305765,-2.1941933337857336,,,
15.037593984962406,-2.5970348591818038,,,
15.047619047619047,-2.997019760285184,,,
15.057644110275689,-3.3941204368620674,,,
15.06766917293233,-3.788309288680466,,,
15.077694235588972,-4.179558715506573,,,
15.087719298245613,-4.567841117101125,,,
15.097744360902254,-4.95312889323759,,,
15.107769423558898,-5.335394443669429,,,
15.117794486215539,-5.71461016817193,,,
15.12781954887218,-6.090748466509467,,,
15.137844611528822,-6.463781738440957,,,
15.147869674185463,-6.833682383732594,,,
15.157894736842106,-7.200422802157846,,,
